Date,crude,nat-gas,heat,gas,fuel_proxy,jet_proxy,gold,silver,copper,platinum,palladium,wheat,corn,oat,soybean,soy-oil,soy-meal,cocoa,coffee,sugar,cotton,orange,l-cattle,f-cattle,hog,dlr_index,yen,saudriyal,austdlr,nzdlr,rand,ringgit,rupiah,skr,nkr,dkr,hk,sfr,eur,brl
2008-01-15,91.9000015258789,8.196000099182129,2.5471999645233154,2.3092000484466553,2.5471999645233154,2.5471999645233154,901.0,16.204999923706055,3.2200000286102295,1592.5,,932.0,509.0,329.5,1301.5,53.310001373291016,356.1000061035156,2186.0,136.85000610351562,11.470000267028809,71.69000244140625,138.5,90.80000305175781,97.80000305175781,54.650001525878906,75.56999969482422,106.7699966430664,3.734999895095825,1.131500005722046,1.284999966621399,6.822000026702881,3.2643001079559326,9442.900390625,6.3668999671936035,5.329400062561035,5.028600215911865,7.7972002029418945,1.0913000106811523,0.6755800247192383,1.7467000484466553
2008-01-16,90.83999633789062,8.133000373840332,2.518399953842163,2.2783000469207764,2.518399953842163,2.518399953842163,880.5999755859375,15.807000160217285,3.1614999771118164,1570.5999755859375,,926.5,502.5,321.5,1277.0,52.72999954223633,346.8999938964844,2154.0,134.89999389648438,11.770000457763672,71.30999755859375,138.10000610351562,90.05000305175781,96.9749984741211,54.45000076293945,76.26000213623047,107.34500122070312,3.734999895095825,1.1376999616622925,1.3006999492645264,6.947700023651123,3.263200044631958,9515.400390625,6.429200172424316,5.414000034332275,5.076499938964844,7.796000003814697,1.0988999605178833,0.6819400191307068,1.7674000263214111
2008-01-17,90.12999725341797,8.081000328063965,2.503499984741211,2.2667999267578125,2.503499984741211,2.503499984741211,879.5,15.930000305175781,3.1705000400543213,1569.300048828125,,940.5,502.0,322.0,1271.0,52.90999984741211,344.29998779296875,2171.0,134.39999389648438,12.449999809265137,71.91999816894531,137.25,90.9000015258789,97.05000305175781,55.20000076293945,76.16999816894531,106.4000015258789,3.7346999645233154,1.1449999809265137,1.3102999925613403,7.07919979095459,3.285599946975708,9457.900390625,6.443299770355225,5.481100082397461,5.089600086212158,7.8043999671936035,1.1004999876022339,0.6830599904060364,1.7725000381469727
2008-01-18,90.56999969482422,7.993000030517578,2.5074000358581543,2.3034000396728516,2.5074000358581543,2.5074000358581543,880.7999877929688,16.13800048828125,3.2244999408721924,1566.5,,962.5,498.25,319.5,1263.0,53.13999938964844,339.29998779296875,2141.0,133.10000610351562,11.989999771118164,70.7300033569336,136.0500030517578,91.0,97.67500305175781,54.974998474121094,76.37999725341797,106.83000183105469,3.740799903869629,1.1358000040054321,1.3148000240325928,7.051000118255615,3.2695000171661377,9444.7998046875,6.4456000328063965,5.474999904632568,5.10129976272583,7.808000087738037,1.0993000268936157,0.6840900182723999,1.791700005531311
2008-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,105.62000274658203,3.734600067138672,1.1664999723434448,1.3492000102996826,7.229300022125244,3.2960000038146973,9574.5,6.576700210571289,5.573800086975098,5.166500091552734,7.813899993896484,1.110200047492981,0.6934800148010254,1.826200008392334
2008-01-22,89.8499984741211,7.670000076293945,2.472599983215332,2.280600070953369,2.472599983215332,2.472599983215332,889.5999755859375,16.030000686645508,3.188999891281128,1547.5999755859375,,934.0,489.0,313.5,1239.5,51.68000030517578,336.8999938964844,2131.0,135.0,11.550000190734863,69.83000183105469,133.5,91.0250015258789,98.05000305175781,55.275001525878906,76.3499984741211,107.05999755859375,3.7495999336242676,1.146299958229065,1.3050999641418457,7.072999954223633,3.28410005569458,9455.5,6.468299865722656,5.479700088500977,5.086699962615967,7.806600093841553,1.0967999696731567,0.6826900243759155,1.7970999479293823
2008-01-23,86.98999786376953,7.620999813079834,2.423099994659424,2.2507998943328857,2.423099994659424,2.423099994659424,882.5,15.902000427246094,3.063499927520752,1557.5,,905.0,469.25,308.0,1189.5,49.68000030517578,322.79998779296875,2138.0,131.3000030517578,11.430000305175781,66.83000183105469,133.6999969482422,90.44999694824219,98.3499984741211,55.25,76.4000015258789,106.75,3.7342000007629395,1.1456999778747559,1.309399962425232,7.053299903869629,3.2683000564575195,9340.400390625,6.481800079345703,5.501800060272217,5.094299793243408,7.803800106048584,1.0917999744415283,0.683430016040802,1.805799961090088
2008-01-24,89.41000366210938,7.802000045776367,2.476300001144409,2.2827999591827393,2.476300001144409,2.476300001144409,905.5,16.273000717163086,3.1649999618530273,1614.9000244140625,,909.0,489.25,316.5,1230.5,51.68000030517578,332.20001220703125,2192.0,132.35000610351562,11.470000267028809,68.38999938964844,136.8000030517578,91.125,98.80000305175781,56.0,75.69000244140625,107.1500015258789,3.734100103378296,1.132599949836731,1.2906999588012695,6.986199855804443,3.2629001140594482,9338.599609375,6.40310001373291,5.416399955749512,5.044000148773193,7.806600093841553,1.0865999460220337,0.676859974861145,1.781499981880188
2008-01-25,90.70999908447266,7.982999801635742,2.5190999507904053,2.31820011138916,2.5190999507904053,2.5190999507904053,910.5,16.42799949645996,3.1760001182556152,1680.699951171875,,933.0,498.25,320.25,1243.0,52.0099983215332,335.0,2212.0,131.4499969482422,11.9399995803833,67.88999938964844,136.8000030517578,91.4000015258789,98.5999984741211,56.20000076293945,75.97000122070312,106.80000305175781,3.7342000007629395,1.1337000131607056,1.2973999977111816,7.156400203704834,3.240000009536743,9337.5,6.46560001373291,5.494900226593018,5.077300071716309,7.8043999671936035,1.0978000164031982,0.6814299821853638,1.7803000211715698
2008-01-28,90.98999786376953,8.095000267028809,2.5264999866485596,2.3252999782562256,2.5264999866485596,2.5264999866485596,927.0999755859375,16.690000534057617,3.181999921798706,1752.199951171875,,963.0,502.25,323.0,1253.75,52.54999923706055,336.6000061035156,2213.0,134.1999969482422,12.239999771118164,68.30000305175781,138.14999389648438,90.75,99.55000305175781,57.25,75.58000183105469,106.97000122070312,3.734600067138672,1.125499963760376,1.284999966621399,7.184899806976318,3.240600109100342,9336.900390625,6.390200138092041,5.447199821472168,5.038899898529053,7.806600093841553,1.0895999670028687,0.6762199997901917,1.778499960899353
